ID_Venta,Fecha,Sucursal,Categoría,Producto,Cantidad,Precio_Unitario,Total
ABR0047,2023-04-06,Centro,Entrada,Aros de cebolla,3,103.84,311.52
ABR0048,2023-04-08,Norte,Entrada,Aros de cebolla,1,130.52,130.52
ABR0049,2023-04-15,Centro,Entrada,Aros de cebolla,2,114.72,229.44
ABR0050,2023-04-04,Norte,Comida,Pasta,5,178.05,890.25
ABR0051,2023-04-02,Este,Postre,Pastel,5,163.88,819.4
ABR0052,2023-04-04,Norte,Bebida,Café,2,88.58,177.16
ABR0053,2023-04-25,Este,Entrada,Aros de cebolla,1,142.69,142.69
ABR0054,2023-04-20,Sur,Comida,Tacos,3,188.62,565.86
ABR0055,2023-04-18,Sur,Bebida,Refresco,3,211.13,633.39
ABR0056,2023-04-18,Sur,Postre,Brownie,1,213.36,213.36
ABR0057,2023-04-28,Norte,Entrada,Pan de ajo,5,57.81,289.05
ABR0058,2023-04-23,Oeste,Bebida,Agua,1,139.33,139.33
ABR0059,2023-04-23,Norte,Comida,Hamburguesa,4,43.94,175.76
ABR0060,2023-04-04,Este,Postre,Brownie,1,90.52,90.52
ABR0061,2023-04-03,Este,Bebida,Cerveza,3,212.0,636.0
ABR0062,2023-04-20,Oeste,Bebida,Té,5,65.85,329.25
ABR0063,2023-04-01,Este,Postre,Flan,1,31.11,31.11
ABR0064,2023-04-04,Norte,Bebida,Cerveza,4,181.55,726.2
ABR0065,2023-04-16,Este,Comida,Pizza,1,248.61,248.61
ABR0066,2023-04-28,Sur,Postre,Pastel,1,135.92,135.92
ABR0067,2023-04-24,Centro,Comida,Hamburguesa,3,55.56,166.68
ABR0068,2023-04-06,Centro,Bebida,Café,1,224.9,224.9
ABR0069,2023-04-08,Sur,Postre,Helado,1,124.03,124.03
ABR0070,2023-04-15,Norte,Bebida,Café,5,41.71,208.55
ABR0071,2023-04-07,Este,Bebida,Refresco,1,37.22,37.22
ABR0072,2023-04-16,Sur,Postre,Pastel,4,31.01,124.04
ABR0073,2023-04-27,Oeste,Comida,Pasta,3,156.28,468.84
ABR0074,2023-04-15,Oeste,Postre,Flan,2,79.94,159.88
ABR0075,2023-04-18,Norte,Entrada,Aros de cebolla,5,160.48,802.4
ABR0076,2023-04-22,Sur,Entrada,Aros de cebolla,3,58.93,176.79
ABR0077,2023-04-21,Oeste,Entrada,Nachos,1,120.95,120.95
ABR0078,2023-04-16,Oeste,Bebida,Café,3,74.48,223.44
ABR0079,2023-04-17,Centro,Comida,Pizza,1,228.37,228.37
ABR0080,2023-04-13,Oeste,Postre,Flan,3,39.99,119.97
ABR0081,2023-04-18,Este,Entrada,Nachos,1,180.61,180.61
ABR0082,2023-04-01,Este,Postre,Helado,3,243.58,730.74
ABR0083,2023-04-29,Este,Postre,Helado,2,104.23,208.46
ABR0084,2023-04-23,Este,Comida,Ensalada,5,219.65,1098.25
ABR0085,2023-04-21,Oeste,Comida,Ensalada,5,128.52,642.6
ABR0086,2023-04-10,Oeste,Bebida,Agua,5,226.02,1130.1
ABR0087,2023-04-20,Sur,Bebida,Té,2,96.8,193.6
ABR0088,2023-04-01,Este,Bebida,Café,3,232.65,697.95
ABR0089,2023-04-18,Centro,Bebida,Té,3,40.44,121.32
ABR0090,2023-04-21,Este,Entrada,Aros de cebolla,1,233.94,233.94
ABR0091,2023-04-04,Centro,Postre,Brownie,3,166.37,499.11
ABR0092,2023-04-24,Norte,Postre,Brownie,5,65.08,325.4
ABR0093,2023-04-21,Sur,Comida,Pasta,3,37.48,112.44
ABR0094,2023-04-22,Centro,Comida,Hamburguesa,3,138.54,415.62
ABR0095,2023-04-26,Centro,Comida,Pizza,1,51.94,51.94
ABR0096,2023-04-12,Oeste,Entrada,Pan de ajo,1,237.11,237.11
ABR0097,2023-04-07,Este,Comida,Pizza,3,102.28,306.84
ABR0098,2023-04-06,Norte,Entrada,Nachos,2,181.08,362.16
ABR0099,2023-04-24,Norte,Comida,Ensalada,3,187.76,563.28
ABR0100,2023-04-12,Norte,Postre,Flan,1,183.7,183.7
ABR0101,2023-04-26,Este,Comida,Hamburguesa,2,176.71,353.42
ABR0102,2023-04-07,Centro,Postre,Flan,1,221.82,221.82
ABR0103,2023-04-10,Centro,Bebida,Café,1,197.1,197.1
ABR0104,2023-04-08,Sur,Postre,Pastel,2,104.2,208.4
ABR0105,2023-04-11,Sur,Postre,Brownie,5,169.42,847.1
ABR0106,2023-04-26,Centro,Comida,Ensalada,4,92.15,368.6
ABR0107,2023-04-14,Este,Entrada,Pan de ajo,2,72.08,144.16
ABR0108,2023-04-21,Sur,Comida,Tacos,5,185.83,929.15
ABR0109,2023-04-26,Centro,Comida,Pizza,1,176.61,176.61
ABR0110,2023-04-01,Norte,Comida,Ensalada,5,93.33,466.65
ABR0111,2023-04-23,Centro,Postre,Pastel,5,74.72,373.6
ABR0112,2023-04-29,Norte,Comida,Tacos,1,106.61,106.61
ABR0113,2023-04-29,Centro,Entrada,Nachos,3,141.43,424.29
ABR0114,2023-04-09,Centro,Comida,Pasta,5,95.98,479.9
ABR0115,2023-04-14,Norte,Bebida,Agua,5,223.71,1118.55
ABR0116,2023-04-21,Sur,Postre,Flan,2,197.19,394.38
ABR0117,2023-04-25,Centro,Postre,Helado,4,40.06,160.24
ABR0118,2023-04-13,Oeste,Comida,Hamburguesa,4,119.66,478.64
ABR0119,2023-04-25,Oeste,Comida,Hamburguesa,4,117.51,470.04
ABR0120,2023-04-19,Este,Comida,Hamburguesa,4,150.28,601.12
ABR0121,2023-04-18,Este,Postre,Pastel,2,201.22,402.44
ABR0122,2023-04-01,Norte,Postre,Helado,2,187.66,375.32
ABR0123,2023-04-05,Norte,Postre,Flan,3,157.83,473.49
ABR0124,2023-04-03,Este,Comida,Hamburguesa,4,116.38,465.52
ABR0125,2023-04-12,Norte,Bebida,Agua,2,102.18,204.36
ABR0126,2023-04-21,Este,Postre,Pastel,2,46.03,92.06
ABR0127,2023-04-16,Norte,Postre,Flan,4,58.6,234.4
ABR0128,2023-04-23,Norte,Postre,Pastel,3,131.06,393.18
ABR0129,2023-04-06,Norte,Comida,Pizza,5,175.53,877.65
ABR0130,2023-04-12,Centro,Bebida,Cerveza,1,97.7,97.7
ABR0131,2023-04-19,Centro,Comida,Hamburguesa,4,155.69,622.76
ABR0132,2023-04-17,Oeste,Postre,Helado,5,31.24,156.2
ABR0133,2023-04-08,Norte,Entrada,Pan de ajo,1,85.72,85.72
ABR0134,2023-04-01,Norte,Comida,Hamburguesa,4,114.49,457.96
ABR0135,2023-04-01,Sur,Bebida,Té,3,234.05,702.15
ABR0136,2023-04-18,Oeste,Entrada,Aros de cebolla,5,195.93,979.65
ABR0137,2023-04-25,Centro,Entrada,Aros de cebolla,2,218.59,437.18
ABR0138,2023-04-17,Sur,Bebida,Té,4,192.13,768.52
ABR0139,2023-04-13,Este,Bebida,Café,2,40.21,80.42
ABR0140,2023-04-21,Este,Bebida,Refresco,2,224.64,449.28
ABR0141,2023-04-20,Sur,Postre,Flan,1,144.55,144.55
ABR0142,2023-04-04,Norte,Entrada,Aros de cebolla,5,225.78,1128.9
ABR0143,2023-04-26,Norte,Comida,Ensalada,3,55.2,165.6
ABR0144,2023-04-18,Este,Bebida,Té,2,31.35,62.7
ABR0145,2023-04-13,Norte,Bebida,Refresco,5,172.35,861.75
ABR0146,2023-04-01,Centro,Comida,Tacos,5,229.52,1147.6
ABR0147,2023-04-16,Oeste,Entrada,Pan de ajo,3,30.94,92.82
ABR0148,2023-04-07,Oeste,Comida,Ensalada,1,53.41,53.41
ABR0149,2023-04-20,Oeste,Entrada,Nachos,3,147.82,443.46
ABR0150,2023-04-26,Este,Comida,Pasta,5,223.76,1118.8
ABR0151,2023-04-11,Este,Entrada,Nachos,1,184.88,184.88
ABR0152,2023-04-14,Norte,Comida,Hamburguesa,3,195.09,585.27
ABR0153,2023-04-22,Norte,Entrada,Pan de ajo,5,198.43,992.15
ABR0154,2023-04-24,Norte,Comida,Pasta,5,245.4,1227.0
ABR0155,2023-04-09,Sur,Entrada,Nachos,3,206.82,620.46
ABR0156,2023-04-11,Norte,Postre,Pastel,5,174.62,873.1
ABR0157,2023-04-02,Norte,Bebida,Café,1,65.75,65.75
ABR0158,2023-04-19,Norte,Bebida,Té,2,94.8,189.6
ABR0159,2023-04-21,Sur,Bebida,Cerveza,1,43.02,43.02
ABR0160,2023-04-27,Norte,Postre,Brownie,2,247.23,494.46
ABR0161,2023-04-26,Oeste,Comida,Hamburguesa,3,122.72,368.16
ABR0162,2023-04-02,Norte,Bebida,Refresco,1,178.09,178.09
ABR0163,2023-04-22,Norte,Comida,Pizza,3,245.31,735.93
ABR0164,2023-04-23,Este,Bebida,Cerveza,4,58.73,234.92
ABR0165,2023-04-22,Norte,Postre,Helado,1,183.0,183.0
ABR0166,2023-04-02,Oeste,Postre,Helado,2,39.11,78.22
ABR0167,2023-04-01,Este,Comida,Ensalada,1,103.8,103.8
ABR0168,2023-04-16,Sur,Postre,Brownie,1,73.35,73.35
ABR0169,2023-04-07,Este,Bebida,Café,3,130.52,391.56
ABR0170,2023-04-06,Centro,Comida,Pasta,2,148.2,296.4
ABR0171,2023-04-19,Este,Comida,Pizza,1,247.95,247.95
ABR0172,2023-04-01,Centro,Comida,Ensalada,5,95.68,478.4
ABR0173,2023-04-28,Norte,Bebida,Té,5,194.8,974.0
ABR0174,2023-04-13,Sur,Comida,Hamburguesa,5,88.01,440.05
ABR0175,2023-04-24,Norte,Comida,Pasta,2,115.16,230.32
ABR0176,2023-04-27,Este,Comida,Pizza,4,236.55,946.2
ABR0177,2023-04-08,Oeste,Comida,Pasta,4,42.29,169.16
ABR0178,2023-04-17,Este,Postre,Brownie,4,215.12,860.48
ABR0179,2023-04-06,Norte,Comida,Ensalada,4,81.45,325.8
ABR0180,2023-04-13,Sur,Comida,Pasta,4,142.67,570.68
ABR0181,2023-04-02,Sur,Postre,Pastel,3,96.7,290.1
ABR0182,2023-04-17,Este,Postre,Pastel,4,127.01,508.04
ABR0183,2023-04-19,Norte,Bebida,Agua,2,163.03,326.06
ABR0184,2023-04-23,Este,Entrada,Aros de cebolla,5,31.88,159.4
ABR0185,2023-04-10,Este,Bebida,Café,2,71.75,143.5
ABR0186,2023-04-23,Centro,Bebida,Café,1,224.05,224.05
ABR0187,2023-04-06,Norte,Postre,Helado,4,86.26,345.04
ABR0188,2023-04-24,Centro,Postre,Flan,2,88.64,177.28
ABR0189,2023-04-05,Oeste,Comida,Pasta,5,191.69,958.45
ABR0190,2023-04-04,Norte,Comida,Pasta,2,234.67,469.34
ABR0191,2023-04-29,Este,Postre,Pastel,5,174.76,873.8
ABR0192,2023-04-06,Norte,Postre,Helado,3,74.22,222.66
ABR0193,2023-04-11,Sur,Bebida,Agua,2,238.39,476.78
ABR0194,2023-04-14,Norte,Comida,Tacos,2,146.96,293.92
ABR0195,2023-04-09,Norte,Postre,Helado,1,238.86,238.86
ABR0196,2023-04-28,Oeste,Comida,Hamburguesa,3,185.41,556.23
ABR0197,2023-04-09,Sur,Entrada,Aros de cebolla,3,36.16,108.48
ABR0198,2023-04-16,Sur,Entrada,Pan de ajo,5,115.89,579.45
ABR0199,2023-04-07,Oeste,Entrada,Aros de cebolla,4,205.13,820.52
ABR0200,2023-04-15,Norte,Postre,Flan,3,238.34,715.02
ABR0201,2023-04-21,Este,Entrada,Aros de cebolla,3,154.15,462.45
ABR0202,2023-04-23,Este,Entrada,Pan de ajo,5,160.82,804.1
ABR0203,2023-04-16,Norte,Comida,Ensalada,3,75.9,227.7
ABR0204,2023-04-03,Centro,Comida,Pizza,3,105.52,316.56
ABR0205,2023-04-16,Sur,Comida,Pasta,5,103.05,515.25
ABR0206,2023-04-06,Oeste,Comida,Tacos,4,70.78,283.12
ABR0207,2023-04-23,Oeste,Bebida,Agua,3,203.04,609.12
ABR0208,2023-04-03,Norte,Entrada,Aros de cebolla,4,96.46,385.84
ABR0209,2023-04-23,Norte,Comida,Pizza,3,32.98,98.94
ABR0210,2023-04-24,Centro,Bebida,Agua,5,200.92,1004.6
ABR0211,2023-04-02,Centro,Postre,Helado,3,114.66,343.98
ABR0212,2023-04-02,Este,Postre,Helado,2,84.52,169.04
ABR0213,2023-04-06,Norte,Comida,Tacos,3,200.89,602.67
ABR0214,2023-04-20,Este,Comida,Ensalada,2,154.65,309.3
ABR0215,2023-04-09,Centro,Bebida,Refresco,1,241.43,241.43
ABR0216,2023-04-14,Norte,Comida,Ensalada,3,236.83,710.49
ABR0217,2023-04-06,Este,Bebida,Refresco,5,47.47,237.35
ABR0218,2023-04-08,Norte,Comida,Pasta,2,91.79,183.58
ABR0219,2023-04-06,Este,Postre,Flan,2,192.61,385.22
ABR0220,2023-04-06,Centro,Entrada,Aros de cebolla,4,88.75,355.0
ABR0221,2023-04-16,Centro,Comida,Ensalada,2,72.68,145.36
ABR0222,2023-04-27,Norte,Entrada,Aros de cebolla,2,222.57,445.14
ABR0223,2023-04-03,Este,Entrada,Aros de cebolla,5,129.65,648.25
ABR0224,2023-04-24,Norte,Entrada,Pan de ajo,2,101.26,202.52
ABR0225,2023-04-28,Centro,Entrada,Nachos,1,54.52,54.52
ABR0226,2023-04-23,Centro,Postre,Helado,5,209.01,1045.05
ABR0227,2023-04-29,Centro,Comida,Tacos,5,101.61,508.05
ABR0228,2023-04-10,Norte,Comida,Hamburguesa,4,232.57,930.28
ABR0229,2023-04-23,Este,Bebida,Refresco,3,98.02,294.06
ABR0230,2023-04-06,Sur,Bebida,Refresco,5,123.59,617.95
ABR0231,2023-04-25,Norte,Bebida,Té,1,182.31,182.31
ABR0232,2023-04-08,Este,Entrada,Pan de ajo,1,207.35,207.35
ABR0233,2023-04-22,Este,Bebida,Refresco,2,73.66,147.32
ABR0234,2023-04-11,Este,Postre,Flan,5,186.02,930.1
ABR0235,2023-04-05,Oeste,Bebida,Refresco,2,162.21,324.42
ABR0236,2023-04-05,Oeste,Entrada,Nachos,3,105.67,317.01
ABR0237,2023-04-17,Norte,Postre,Helado,2,230.1,460.2
ABR0238,2023-04-29,Norte,Bebida,Café,5,79.9,399.5
ABR0239,2023-04-29,Norte,Bebida,Refresco,4,93.21,372.84
ABR0240,2023-04-17,Este,Postre,Helado,4,58.42,233.68
ABR0241,2023-04-29,Este,Comida,Pasta,1,107.0,107.0
ABR0242,2023-04-16,Este,Entrada,Nachos,5,229.63,1148.15
ABR0243,2023-04-10,Este,Comida,Pasta,5,71.24,356.2
ABR0244,2023-04-17,Este,Comida,Pasta,2,207.52,415.04
ABR0245,2023-04-01,Norte,Comida,Hamburguesa,1,33.12,33.12
ABR0246,2023-04-04,Norte,Entrada,Nachos,5,107.93,539.65
ABR0247,2023-04-07,Este,Bebida,Refresco,4,242.0,968.0
ABR0248,2023-04-28,Norte,Postre,Flan,4,201.46,805.84
ABR0249,2023-04-22,Norte,Postre,Brownie,2,195.83,391.66
ABR0250,2023-04-02,Norte,Bebida,Cerveza,2,246.07,492.14
